#   COLUMN 1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17                       18                       19                       20
#   TIMESTEP                     TIME                     MASS                     XMOM                     YMOM                     ZMOM              ANG. MOM. X              ANG. MOM. Y              ANG. MOM. Z              KIN. ENERGY              INT. ENERGY               GAS ENERGY     CENTER OF MASS X-LOC     CENTER OF MASS Y-LOC     CENTER OF MASS Z-LOC     CENTER OF MASS X-VEL     CENTER OF MASS Y-VEL     CENTER OF MASS Z-VEL      MAXIMUM TEMPERATURE          MAXIMUM DENSITY
         108   5.2039970964366496e-09   2.2664706040058199e-09   9.5096150007920892e-05  -1.5266630415365338e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -5.7204398990169113e-06   3.7237537297071505e+01   2.0787170239147224e+02   2.4510923968853945e+02   4.0145464098847304e-02   5.9999751905176410e-02   0.0000000000000000e+00   4.1957813103706460e+04  -6.7358607644779042e+01   0.0000000000000000e+00   2.6689636657696287e+05   5.1199779471577750e-06
         109   5.3117614946721983e-09   2.2664706040058104e-09   9.6056657091365345e-05  -1.5409750714678273e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -5.7782079937341096e-06   3.7327768985119242e+01   2.0778147070342914e+02   2.4510923968853774e+02   4.0150094314362103e-02   5.9999744506550400e-02   0.0000000000000000e+00   4.2381602885822867e+04  -6.7990075350824043e+01   0.0000000000000000e+00   2.6468599454347213e+05   5.1557155780135220e-06
         110   5.4199705315853677e-09   2.2664706040058228e-09   9.7013992870290827e-05  -1.5549574812355841e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -5.8357932646320367e-06   3.7253634286339739e+01   2.0785560540219373e+02   2.4510923968855229e+02   4.0154845216934097e-02   5.9999737012745046e-02   0.0000000000000000e+00   4.2803993441973442e+04  -6.8606999732858185e+01   0.0000000000000000e+00   2.6260914206761727e+05   5.1386556898030365e-06
         111   5.5286194025695841e-09   2.2664706040058050e-09   9.7963534308552843e-05  -1.5689163559352546e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -5.8929020324398571e-06   3.7257067919120175e+01   2.0785217176941586e+02   2.4510923968854473e+02   4.0159634064741746e-02   5.9999729428772484e-02   0.0000000000000000e+00   4.3222945020954670e+04  -6.9222885713246001e+01   0.0000000000000000e+00   2.6068378391381548e+05   5.1504997813324850e-06
         112   5.6377010166127286e-09   2.2664706040058282e-09   9.8906938650545329e-05  -1.5829257654950775e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -5.9496440639881910e-06   3.7313897524330933e+01   2.0779534216420785e+02   2.4510923968854564e+02   4.0164466920422547e-02   5.9999721730761950e-02   0.0000000000000000e+00   4.3639188823245371e+04  -6.9841001365619604e+01   0.0000000000000000e+00   2.5888268281749188e+05   5.1668134150202232e-06
         113   5.7472070205243775e-09   2.2664706040057988e-09   9.9846833453167639e-05  -1.5965455884307910e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.0061775256730031e-06   3.7221075463650600e+01   2.0788816422488642e+02   2.4510923968853888e+02   4.0169420679681107e-02   5.9999713955380798e-02   0.0000000000000000e+00   4.4053884165405296e+04  -7.0441927885984001e+01   0.0000000000000000e+00   2.5712065037339003e+05   5.1367338494295386e-06
         114   5.8571303550379693e-09   2.2664706040058121e-09   1.0077821781526491e-04  -1.6103731435510905e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.0621927748495203e-06   3.7300037917678047e+01   2.0780920177085807e+02   2.4510923968853245e+02   4.0174374216290151e-02   5.9999706071083243e-02   0.0000000000000000e+00   4.4464824576655519e+04  -7.1052019854344465e+01   0.0000000000000000e+00   2.5532257886882281e+05   5.1732681442248090e-06
         115   5.9674657021324461e-09   2.2664706040058216e-09   1.0170672895746963e-04  -1.6239078017419660e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.1180430217249702e-06   3.7235077551918231e+01   2.0787416213662533e+02   2.4510923968852859e+02   4.0179445427939470e-02   5.9999698092225641e-02   0.0000000000000000e+00   4.4874497281240001e+04  -7.1649188781527869e+01   0.0000000000000000e+00   2.5347981945328254e+05   5.1549278074773744e-06
         116   6.0782090586184911e-09   2.2664706040058063e-09   1.0262814217984042e-04  -1.6374176032657928e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.1734584487325652e-06   3.7238074254768911e+01   2.0787116543376817e+02   2.4510923968852654e+02   4.0184554250964080e-02   5.9999690026458143e-02   0.0000000000000000e+00   4.5281038279717082e+04  -7.2245260996184442e+01   0.0000000000000000e+00   2.5159073258238574e+05   5.1688747980698387e-06
         117   6.1893569700574528e-09   2.2664706040058216e-09   1.0354418927660146e-04  -1.6509870695283661e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.2285548810718115e-06   3.7278871911315591e+01   2.0783036777721901e+02   2.4510923968853581e+02   4.0189710813422826e-02   5.9999681847403778e-02   0.0000000000000000e+00   4.5685211665041956e+04  -7.2843965706432144e+01   0.0000000000000000e+00   2.4971145815972704e+05   5.1763230433466098e-06
         118   6.3009062269711937e-09   2.2664706040058009e-09   1.0445673087392267e-04  -1.6642008805590714e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.2834413512309042e-06   3.7199018802144067e+01   2.0791022088640216e+02   2.4510923968853407e+02   4.0194980746101790e-02   5.9999673594999747e-02   0.0000000000000000e+00   4.6087838372712162e+04  -7.3426978387354012e+01   0.0000000000000000e+00   2.4790506786034300e+05   5.1566871253148242e-06
         119   6.4128527665958540e-09   2.2664706040058021e-09   1.0536156438070802e-04  -1.6776427897408251e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.3378593134525562e-06   3.7281993629828484e+01   2.0782724605871721e+02   2.4510923968854144e+02   4.0200247182289303e-02   5.9999665230360565e-02   0.0000000000000000e+00   4.6487064158030567e+04  -7.4020055092518220e+01   0.0000000000000000e+00   2.4619953923182652e+05   5.1869127743848640e-06
         120   6.5251916536762715e-09   2.2664706040058071e-09   1.0626435519393695e-04  -1.6907199225074705e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.3921624643846755e-06   3.7195175334371946e+01   2.0791406435416337e+02   2.4510923968852876e+02   4.0205647183077557e-02   5.9999656779915235e-02   0.0000000000000000e+00   4.6885388677057243e+04  -7.4597037328402010e+01   0.0000000000000000e+00   2.4458966424705135e+05   5.1517896279934698e-06
         121   6.6379179767691023e-09   2.2664706040058232e-09   1.0715976944748988e-04  -1.7038829403585412e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.4460132950210871e-06   3.7231740309706034e+01   2.0787749937883677e+02   2.4510923968854428e+02   4.0212102449487135e-02   5.9999648235623579e-02   0.0000000000000000e+00   4.7280458549999596e+04  -7.5177808939902022e+01   0.0000000000000000e+00   2.4305069980382905e+05   5.1825346768155927e-06
         122   6.7510271093470531e-09   2.2664706040058208e-09   1.0805173260362886e-04  -1.7169426761702689e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.4996636760073147e-06   3.7215211307599141e+01   2.0789402838093736e+02   2.4510923968853157e+02   4.0217598963580244e-02   5.9999639585842597e-02   0.0000000000000000e+00   4.7674005748256932e+04  -7.5754023596674870e+01   0.0000000000000000e+00   2.4153935021100167e+05   5.1762878585210562e-06
         123   6.8645151496641240e-09   2.2664706040058121e-09   1.0893868132046040e-04  -1.7298147059499172e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.5530064068791697e-06   3.7182805568360585e+01   2.0792643412018143e+02   2.4510923968852308e+02   4.0223165113577722e-02   5.9999630860988029e-02   0.0000000000000000e+00   4.8065340502506268e+04  -7.6321956388607163e+01   0.0000000000000000e+00   2.4004807725920150e+05   5.1786836410468667e-06
         124   6.9783785924456105e-09   2.2664706040058290e-09   1.0981985196913612e-04  -1.7428506210485843e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.6060024896078376e-06   3.7243994319918365e+01   2.0786524536861509e+02   2.4510923968856170e+02   4.0228751399719355e-02   5.9999622020503615e-02   0.0000000000000000e+00   4.8454125888523406e+04  -7.6897120040657811e+01   0.0000000000000000e+00   2.3856749164957943e+05   5.1888511775400418e-06
         125   7.0926136490131722e-09   2.2664706040058001e-09   1.1069878423479432e-04  -1.7554814946559722e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.6588677779892466e-06   3.7154420388071102e+01   2.0795481930047256e+02   2.4510923968853515e+02   4.0234469895256586e-02   5.9999613109301742e-02   0.0000000000000000e+00   4.8841923667195748e+04  -7.7454412669341636e+01   0.0000000000000000e+00   2.3709134993354793e+05   5.1685919927508825e-06
         126   7.2072160569303299e-09   2.2664706040058055e-09   1.1157042812160115e-04  -1.7683533008456683e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.7112878987838472e-06   3.7230142008975193e+01   2.0787909767957049e+02   2.4510923968852762e+02   4.0240174273232239e-02   5.9999604087590981e-02   0.0000000000000000e+00   4.9226505706453616e+04  -7.8022335596157532e+01   0.0000000000000000e+00   2.3562808185075008e+05   5.1934011046319373e-06
         127   7.3221809693401932e-09   2.2664706040058208e-09   1.1244051250299322e-04  -1.7808627478735062e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.7636227709496029e-06   3.7145129417191143e+01   2.0796411027134138e+02   2.4510923968854414e+02   4.0246015733180915e-02   5.9999594982936000e-02   0.0000000000000000e+00   4.9610399669099104e+04  -7.8574270706443826e+01   0.0000000000000000e+00   2.3418878455025912e+05   5.1576688546688702e-06
         128   7.4375031088829145e-09   2.2664706040058158e-09   1.1330373590471925e-04  -1.7934774398784473e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.8155359390380532e-06   3.7187229666599464e+01   2.0792201002194409e+02   2.4510923968854780e+02   4.0251859119447182e-02   5.9999585785300527e-02   0.0000000000000000e+00   4.9991266467106805e+04  -7.9130849379145317e+01   0.0000000000000000e+00   2.3277523636987642e+05   5.1914555021357115e-06
         129   7.5531782583071197e-09   2.2664706040058208e-09   1.1416444029655124e-04  -1.8059116611753130e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.8673059811705008e-06   3.7149482850436080e+01   2.0795975683810306e+02   2.4510923968854340e+02   4.0257802649205074e-02   5.9999576488165049e-02   0.0000000000000000e+00   5.0371021841083646e+04  -7.9679465420089556e+01   0.0000000000000000e+00   2.3138015842422517e+05   5.1705703951074008e-06
         130   7.6692034613172455e-09   2.2664706040058394e-09   1.1501987014818601e-04  -1.8182368808271582e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.9187507433878652e-06   3.7142887954998720e+01   2.0796635173354468e+02   2.4510923968854112e+02   4.0263792267691147e-02   5.9999567114224175e-02   0.0000000000000000e+00   5.0748450010732930e+04  -8.0223272148932480e+01   0.0000000000000000e+00   2.2999115738429525e+05   5.1859112824831356e-06
         131   7.7855769601267927e-09   2.2664706040058071e-09   1.1587122278094770e-04  -1.8306119389973924e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -6.9699555575056810e-06   3.7160934032285027e+01   2.0794830565624451e+02   2.4510923968852956e+02   4.0269831362183858e-02   5.9999557628017258e-02   0.0000000000000000e+00   5.1124079251746967e+04  -8.0769277826146563e+01   0.0000000000000000e+00   2.2862634364346584e+05   5.1839600870774387e-06
         132   7.9022971153484097e-09   2.2664706040058125e-09   1.1671928722824173e-04  -1.8426583925886056e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.0209597440689704e-06   3.7107132966992616e+01   2.0800210672155038e+02   2.4510923968853911e+02   4.0275968360131573e-02   5.9999548076877990e-02   0.0000000000000000e+00   5.1498257697209643e+04  -8.1300784988424226e+01   0.0000000000000000e+00   2.2731143749792667e+05   5.1812689906843469e-06
         133   8.0193618540991044e-09   2.2664706040058332e-09   1.1756171989198115e-04  -1.8549252260773327e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.0716242334764894e-06   3.7167481607822054e+01   2.0794175808070992e+02   2.4510923968854473e+02   4.0282107742074698e-02   5.9999538409151024e-02   0.0000000000000000e+00   5.1869951317347230e+04  -8.1842015634302868e+01   0.0000000000000000e+00   2.2606603166530401e+05   5.1877762195274939e-06
         134   8.1367682581846511e-09   2.2664706040058009e-09   1.1840255896390310e-04  -1.8667709135447139e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.1221973536996427e-06   3.7081577027446350e+01   2.0802766266109677e+02   2.4510923968853783e+02   4.0288385750320822e-02   5.9999528675118582e-02   0.0000000000000000e+00   5.2240941821454151e+04  -8.2364664701379724e+01   0.0000000000000000e+00   2.2487681574386050e+05   5.1716647333758046e-06
         135   8.2545123854966620e-09   2.2664706040058294e-09   1.1923686211544358e-04  -1.8788874104218942e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.1723704721322902e-06   3.7150960589932652e+01   2.0795827909860924e+02   2.4510923968854456e+02   4.0294642533480939e-02   5.9999518830655858e-02   0.0000000000000000e+00   5.2609048581834992e+04  -8.2899262275940885e+01   0.0000000000000000e+00   2.2370813660411059e+05   5.1911831945817924e-06
         136   8.3725889211530725e-09   2.2664706040058307e-09   1.2007008726315548e-04  -1.8906184028208972e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.2224869206011256e-06   3.7064609204129134e+01   2.0804463048440783e+02   2.4510923968853712e+02   4.0301058097847758e-02   5.9999508911825844e-02   0.0000000000000000e+00   5.2976679711150835e+04  -8.3416850828744899e+01   0.0000000000000000e+00   2.2253614069603209e+05   5.1664158730396857e-06
         137   8.4909924611908684e-09   2.2664706040058369e-09   1.2089685122207888e-04  -1.9025623813739679e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.2722055043155258e-06   3.7120437803742895e+01   2.0798880188480402e+02   2.4510923968854496e+02   4.0307443127190756e-02   5.9999498895098931e-02   0.0000000000000000e+00   5.3341460069414396e+04  -8.3943836642368737e+01   0.0000000000000000e+00   2.2134527278538712e+05   5.1879081784092920e-06
         138   8.6097186089100458e-09   2.2664706040058042e-09   1.2172226688861208e-04  -1.9142446789242442e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.3218523774841036e-06   3.7053117644514714e+01   2.0805612204401402e+02   2.4510923968853638e+02   4.0313956192814165e-02   5.9999488791882861e-02   0.0000000000000000e+00   5.3705645541344231e+04  -8.4459276707183889e+01   0.0000000000000000e+00   2.2014679263988481e+05   5.1561657222018766e-06
         139   8.7287642295052240e-09   2.2664706040058319e-09   1.2254190062631085e-04  -1.9260172157013853e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.3711418683097128e-06   3.7084685216193115e+01   2.0802455447235650e+02   2.4510923968854112e+02   4.0320474613701064e-02   5.9999478602947708e-02   0.0000000000000000e+00   5.4067279941653076e+04  -8.4978698258750029e+01   0.0000000000000000e+00   2.1896028991950609e+05   5.1854022012081577e-06
         140   8.8481271012066812e-09   2.2664706040058377e-09   1.2335953530280441e-04  -1.9376599900592120e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.4203202581807784e-06   3.7044675439815933e+01   2.0806456424871962e+02   2.4510923968852813e+02   4.0327094090008501e-02   5.9999468316964233e-02   0.0000000000000000e+00   5.4428032326902692e+04  -8.5492394502471171e+01   0.0000000000000000e+00   2.1780211263462334e+05   5.1585679923752237e-06
         141   8.9678055721058937e-09   2.2664706040058369e-09   1.2417234509655154e-04  -1.9492485864787138e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.4691994267171030e-06   3.7049613807807297e+01   2.0805962588072327e+02   2.4510923968855539e+02   4.0333747479806017e-02   5.9999457956751961e-02   0.0000000000000000e+00   5.4786655903273197e+04  -8.6003700336264927e+01   0.0000000000000000e+00   2.1668622243841583e+05   5.1797575810896941e-06
         142   9.0877982886954092e-09   2.2664706040058249e-09   1.2498238552191256e-04  -1.9608490983572216e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.5179199078999343e-06   3.7037304240649377e+01   2.0807193544787418e+02   2.4510923968853928e+02   4.0340471955653823e-02   5.9999447489508882e-02   0.0000000000000000e+00   5.5144057593782651e+04  -8.6515531897548584e+01   0.0000000000000000e+00   2.1562214019133980e+05   5.1626957883158130e-06
         143   9.2081034744399060e-09   2.2664706040057972e-09   1.2578861743683207e-04  -1.9722677144559429e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.5664040535178017e-06   3.7017307469275501e+01   2.0809193221927401e+02   2.4510923968853345e+02   4.0347260289826520e-02   5.9999436956491313e-02   0.0000000000000000e+00   5.5499778913748632e+04  -8.7019337950826483e+01   0.0000000000000000e+00   2.1458656618852913e+05   5.1755239790387260e-06
         144   9.3287189078109442e-09   2.2664706040058241e-09   1.2659130071615530e-04  -1.9838166606749647e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.6146801887675040e-06   3.7029534518754701e+01   2.0807970516978384e+02   2.4510923968854081e+02   4.0354090263047974e-02   5.9999426310334218e-02   0.0000000000000000e+00   5.5853934523754360e+04  -8.7528894359746431e+01   0.0000000000000000e+00   2.1355638914724695e+05   5.1662406300695380e-06
         145   9.4496419874855765e-09   2.2664706040058170e-09   1.2739113918209445e-04  -1.9950767242814140e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.6627810554484575e-06   3.6987960212290851e+01   2.0812127947625459e+02   2.4510923968855127e+02   4.0361012226823458e-02   5.9999415604149592e-02   0.0000000000000000e+00   5.6206834960462387e+04  -8.8025704845024919e+01   0.0000000000000000e+00   2.1252397868278567e+05   5.1702981395658811e-06
         146   9.5708695423403298e-09   2.2664706040058369e-09   1.2818671699097819e-04  -2.0065587443639250e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.7106278866612389e-06   3.7019374222935205e+01   2.0808986546559831e+02   2.4510923968854146e+02   4.0367949511588889e-02   5.9999404781347604e-02   0.0000000000000000e+00   5.6557855532922709e+04  -8.8532308374856711e+01   0.0000000000000000e+00   2.1148272089299312e+05   5.1648929871075981e-06
         147   9.6923981775069851e-09   2.2664706040058162e-09   1.2898024707214470e-04  -2.0176766896404012e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.7583506892059047e-06   3.6961198091210292e+01   2.0814804159731676e+02   2.4510923968853032e+02   4.0375002050646397e-02   5.9999393900921974e-02   0.0000000000000000e+00   5.6907972617946965e+04  -8.9022848391428923e+01   0.0000000000000000e+00   2.1044655173098401e+05   5.1643634655428651e-06
         148   9.8142246851749447e-09   2.2664706040058191e-09   1.2976894788009288e-04  -2.0290709966086677e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.8057818438569688e-06   3.7006948398525161e+01   2.0810229129002235e+02   2.4510923968854064e+02   4.0382048444668944e-02   5.9999382903707793e-02   0.0000000000000000e+00   5.7255958956950890e+04  -8.9525581890293878e+01   0.0000000000000000e+00   2.0943307924307621e+05   5.1656212468343591e-06
         149   9.9363458263581679e-09   2.2664706040058476e-09   1.3055627620976433e-04  -2.0400626161954327e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.8531332449381908e-06   3.6936230956528476e+01   2.0817300873201680e+02   2.4510923968853183e+02   4.0389228861497560e-02   5.9999371849578050e-02   0.0000000000000000e+00   5.7603339738452436e+04  -9.0010548232558023e+01   0.0000000000000000e+00   2.0844552201696133e+05   5.1604695711834155e-06
         150   1.0000000000000000e-08   2.2664706040058307e-09   1.3096412380136409e-04  -2.0459303579423257e-07   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00  -7.8776634381751831e-06   3.6942686339478477e+01   2.0816655334905442e+02   2.4510923968855678e+02   4.0392960680860727e-02   5.9999366047606570e-02   0.0000000000000000e+00   5.7783288064664957e+04  -9.0269441585797964e+01   0.0000000000000000e+00   2.0794034614876253e+05   5.1398596005053497e-06
